Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Сабетта;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2008;412285;392738;458214;515504;641958;792738;850796;868885;713546;554399;446965;422742;7070770
Саранск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2008;12358;14295;14659;17538;20123;23522;26198;26674;21308;16993;14035;13034;220737
Саскылах;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2008;72403;61823;72221;76750;107435;192067;271835;307962;213368;97707;52926;48815;1575312
Среднеколымск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2008;5686;6080;7704;7925;7497;7693;8287;8696;7799;7860;7768;6797;89792
Старый Оскол;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2008;64368;65056;71584;74458;85224;106630;118223;120181;94160;73673;64650;63675;1001882
Сыктывкар;2008;11815;13865;16720;23785;25400;29527;30266;30131;24366;18388;15014;15124;254401
Таганрог(Южный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тара;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2008;405;1173;1049;1094;1396;1613;1662;1800;1484;1467;766;805;14714
Тиличики;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2008;19064;20450;20697;21964;22965;26883;30527;34255;25223;22103;21234;21259;286624
Троицко-Печорск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2008;58827;62480;68219;70482;71550;91158;102139;105926;83233;71071;59608;60883;905576
Удское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2008;89006;86544;93074;100765;116789;137286;145360;148315;122086;97466;77897;81288;1295876
Ухта;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2008;979;775;1038;1169;955;1302;1532;1447;1575;1624;1577;1460;15433
Хабаровск(Новый);2008;73133;70371;79265;78419;85251;110931;132595;145961;105366;77647;69554;67287;1095780
Хандыга;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2008;17121;19396;22239;25938;23964;25994;27180;25919;25138;23177;22152;21850;280068
Харута;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2008;414;539;506;961;1121;1493;1322;1611;1201;990;526;741;11425
Херпучи;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2008;43334;41713;46484;53550;57788;76201;79427;82029;65812;51338;39865;40324;677865
Череповец;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2008;8644;9648;10556;11218;11966;15727;19745;20417;14799;10942;9497;9727;152886
Чокурдах;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2008;49244;42064;44407;47272;53070;63252;75877;76780;63588;55318;45875;46339;663086
Якутск;2008;28577;31208;36025;38443;39692;57659;70719;69563;52744;45922;36743;37532;544827
Якутск(Маган);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2008;6168;6242;6404;6003;5840;5920;6003;5974;6079;6001;6670;5907;73211
Ярославль(Туношна);2008;577;601;827;1096;374;333;665;525;496;912;733;541;7680
Ярцево;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2007;3680;4403;5183;5680;6544;8815;10033;10479;8250;6507;5277;5780;80631
Айхал;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2007;2890;3980;4255;6156;7833;11232;10153;9945;7854;7805;8779;8129;89011
Анапа(Витязево);2007;9985;8137;11463;15065;26841;92799;155368;163738;85678;22220;14020;13657;618971
Антипаюта;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2007;23397;24505;26879;28970;28131;37679;42136;44687;35669;32300;30019;31464;385836
Астрахань(Нариманово);2007;10333;10679;12708;17980;15092;12874;16719;18554;19086;19405;14130;14532;182092
Ачинск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2007;6003;5157;6018;9235;11176;11812;12577;13558;10766;10518;10370;8416;115606
Белушье;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2007;7152;6749;7051;8269;9043;13454;22371;24995;11758;12171;9541;14591;147145
Бованенково;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2007;1484;1169;1586;1325;1654;2226;2317;2317;1690;1690;1747;1841;21046
Буревестник;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2007;53903;53093;59160;63584;69326;87257;108177;113062;96181;79569;69196;71212;923720
Владикавказ(Беслан);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2007;18304;19231;22932;29051;32904;38028;44380;49146;42576;33340;28321;27948;386161
Вологда;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2007;760;978;1071;1336;1485;1831;1990;2200;1876;1417;1665;1431;18040
Воронеж(Чертовицкое);2007;6312;6918;8801;10030;11898;15863;18325;20327;17011;13325;12202;11863;152875
Вуктыл;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2007;121704;111937;131447;153758;172353;232067;269640;287999;242124;187141;171297;170154;2251621
Екатеринбург(Уктус);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2007;0;0;0;0;0;0;0;0;0;0;0;0;0
Игарка;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2007;52884;50589;56637;59683;60703;86655;120593;128014;91458;75460;70526;76816;930018
Кавалерово;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2007;27972;28439;36608;43188;50203;62182;72088;75906;66974;54876;49215;48739;616390
