Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
3440;ИСТИНА;09.09.2014;59;0,00;1 316 479,55;458;914;98;10;194;;Платежное поручение № 292 от 09.09.2014 Оплата хоз. товаров  согласно Договора поставки №5291 от 20.03.2014. В том числе НДС 18 % - 38842.31;
3323;ИСТИНА;09.09.2014;51;0,00;147 791,17;167;332;98;10;194;;Платежное поручение № 291 от 08.09.2014 Обеспечение исполнения Государственного контракта;
3758;ИСТИНА;09.09.2014;81;0,00;100 000,00;983;1964;98;10;194;;Платежное поручение № 293 от 09.09.2014 Перевод денежных средств НДС не облагается;
3770;ИСТИНА;09.09.2014;60;16 983,47;0,00;1020;2038;98;10;194;;"Платежное поручение № 873 от 08.09.2014 (340):16983.47;Оплата за моющие и чистящие ср-ва по дог. 1236-1-МКХ от 18.08.2014 счет УТ-110, т/н УТ-110 от 01.09.2014.В т.ч. НДС 18%-2590.69.";
3757;ИСТИНА;10.09.2014;62;0,00;4 700,00;983;1964;98;10;194;;Платежное поручение № 295 от 10.09.2014 выплата заработной платы за август 2014г. сумма 4700 р., НДС не облагается;
3622;ИСТИНА;10.09.2014;62;0,00;5 640,00;750;1498;98;10;194;;Платежное поручение № 296 от 10.09.2014 Выплата заработной платы за август 2014г. сумма 5640 р., НДС не облагается;
3557;ИСТИНА;10.09.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 559937 от 10.09.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №294 (400000 RUR ) от 10/09/14. Без НДС;
3619;ИСТИНА;10.09.2014;62;0,00;5 220,00;727;1452;98;10;194;;Платежное поручение № 297 от 10.09.2014 Выплата заработной платы за август 2014г. сумма 5220 р., НДС не облагается;
3485;ИСТИНА;10.09.2014;62;0,00;7 050,00;590;2377;98;10;194;;Платежное поручение № 298 от 10.09.2014 Выплата заработной платы за август 2014г. сумма 7050 р., НДС не облагается;
3413;ИСТИНА;10.09.2014;44;0,00;7 241,00;426;850;98;10;194;;Платежное поручение № 300 от 10.09.2014 Оплата НДФЛ за  2014 г. |НДС не облагается|;
3556;ИСТИНА;10.09.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 559938 от 10.09.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №298 (7050 RUR ) от 10/09/14. Без НДС;
3759;ИСТИНА;10.09.2014;81;0,00;400 000,00;983;1964;98;10;194;;Платежное поручение № 294 от 10.09.2014 Перевод денежных средств НДС не облагается;
3349;ИСТИНА;10.09.2014;53;253 342,20;0,00;273;544;98;10;194;;Платежное поручение № 282 от 08.09.2014 (02) Обеспечение исполнения гос.контракта №0373200303714000027 по п/п 237 от 18.07.2014г. НДС не облагается.;
3477;ИСТИНА;11.09.2014;53;179 922,20;0,00;562;1122;98;10;194;;Платежное поручение № 631 от 11.09.2014 Возврат обеспечения исполнения контракта;
3422;ИСТИНА;12.09.2014;60;12 269,70;0,00;443;884;98;10;194;;Платежное поручение № 25 от 12.09.2014 (005-0000-0000000-000- 340=12269-70) л/с 21005210760/5 Рег.622 Чистящее и моющие средства по тов.нак.89 от 08.08.2014г. Гражданско-прав 0348300300114000023-0200676-01 от 27.05.2014, в т.ч. НДС(18%) - 1 871.65.;
3699;ИСТИНА;12.09.2014;49;0,00;31 178,08;870;1738;98;10;194;;Платежное поручение № 299 от 10.09.2014 Оплата хоз.товаров по счёту № 0НХ/1581554/345183 от 10.09.2014 г.;
3553;ИСТИНА;12.09.2014;30;0,00;120,00;649;1296;98;10;194;;"Банковский ордер № 666014 от 12.09.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):   Документ(ы):   Документ(ы):; от 10/09/14 №№: 299 (31178.08 RUR ); от 11/09/14 №№: 302";
3677;ИСТИНА;12.09.2014;49;0,00;335 418,71;870;1738;98;10;194;;Платежное поручение № 307 от 12.09.2014 Оплата кан.товаров по счёту № 0НХ/1581554/345181 от 10.09.2014г.;
3511;ИСТИНА;12.09.2014;49;0,00;128 295,78;639;1276;98;10;194;;Платежное поручение № 303 от 12.09.2014 Оплата хоз. средств по счёту № 7188 от 11.09.2014 г., в т. ч. НДС - 19 570,55 р.;
3306;ИСТИНА;12.09.2014;49;0,00;9 549,00;134;266;98;10;194;;Платежное поручение № 302 от 11.09.2014 Оплата хоз. товаров по счёту № 7778711/1 от 10.09.2014г , в т.ч. НДС - 1456,63 р;
3419;ИСТИНА;12.09.2014;60;20 468,92;0,00;443;884;98;10;194;;Платежное поручение № 26 от 12.09.2014 (005-0000-0000000-000-340=20468-92 ) л/с 22005210010 Чистящее и моющие средства по тов.нак.89 от 08.08.2014г. Гражданско-прав 0348300300114000023-0200676-01 от 27.05.2014, в т.ч. НДС ( 18% ) - 3 122.39.;
3394;ИСТИНА;12.09.2014;51;0,00;29 356,50;347;692;98;10;194;;Платежное поручение № 301 от 11.09.2014 Обеспечение исполнения Государственного контракта;
3333;ИСТИНА;12.09.2014;51;0,00;86 082,41;253;504;98;10;194;;Платежное поручение № 305 от 12.09.2014 Обеспечение исполнения Государственного контракта;
3389;ИСТИНА;12.09.2014;51;0,00;10 315,04;346;690;98;10;194;;Платежное поручение № 306 от 12.09.2014 Обеспечение исполнения Государственного контракта;
3386;ИСТИНА;12.09.2014;51;0,00;1 629,23;330;658;98;10;194;;Платежное поручение № 304 от 12.09.2014 Обеспечение исполнения Государственного контракта;
3739;ИСТИНА;15.09.2014;45;0,00;111,40;933;1864;98;10;194;;Платежное поручение № 314 от 15.09.2014 рег. № 7716045142, Страховые взносы 0,2% на ОСС от НС_ПЗ за 2014г НДС не облагается;
3738;ИСТИНА;15.09.2014;45;0,00;1 616,00;933;1864;98;10;194;;Платежное поручение № 313 от 15.09.2014 рег. № 7716045142, Страховые взносы на обязательное социальное страхование в бюджет ФСС России за 2014 г. НДС не облагается;
3526;ИСТИНА;15.09.2014;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 721090 от 15.09.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 15/09/14 №№: 309 (64350 RUR ), 310 (58500 RUR ). Без НДС";
3239;ИСТИНА;15.09.2014;43;0,00;12 255,00;27;52;98;10;194;;Платежное поручение № 311 от 15.09.2014 087512011315 Страховые взносы на ОПС, зачисляемые в ПФР за 2014г. НДС не облагается;
3243;ИСТИНА;15.09.2014;43;0,00;2 840,00;27;52;98;10;194;;Платежное поручение № 312 от 15.09.2014 087512011315 Страховые взносы на ОМС в ФФОМС за 2014г. НДС не облагается;
3660;ИСТИНА;15.09.2014;49;0,00;58 500,00;833;1664;98;10;194;;Платежное поручение № 310 от 15.09.2014 Оплата канцелярских товаров по счёту № 2476 от 15.09.2014г, в т. ч. НДС - 8 923,73 р.;
3661;ИСТИНА;15.09.2014;49;0,00;64 350,00;833;1664;98;10;194;;Платежное поручение № 309 от 15.09.2014 Оплата канцелярских товаров по счёту № 2468 от 12.09.2014 г., в т.ч. НДС - 9816,10 р.;
3597;ИСТИНА;15.09.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 721087 от 15.09.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №308 (126065.33 RUR ) от 15/09/14. Без НДС;
3675;ИСТИНА;15.09.2014;49;0,00;126 065,33;870;1738;98;10;194;;Платежное поручение № 308 от 15.09.2014 Оплата канцелярских товаров по счёту № 0НХ/1581554/346617 от 12.09.2014г., в т.ч. НДС - 19 230,28 р.;
3500;ИСТИНА;16.09.2014;49;0,00;25 783,60;639;1276;98;10;194;;Платежное поручение № 318 от 16.09.2014 Оплата хоз.средств по счёту № 7301 от 16.09.2014 г, в т.ч. НДС - 3933,10 р.;
3743;ИСТИНА;16.09.2014;49;0,00;17 076,00;936;1870;98;10;194;;Платежное поручение № 319 от 16.09.2014 Оплата хоз.средств по счёту № 1629 от 16.09.2014г. , в т.ч. НДС - 2604,82р.;
3632;ИСТИНА;16.09.2014;49;0,00;57 181,58;782;1562;98;10;194;;Платежное поручение № 320 от 16.09.2014 Оплата хоз.средств по счёту № 15143 от 15.09.2014г, в т.ч. НДС - 8722,61р;
3755;ИСТИНА;16.09.2014;49;0,00;70 306,38;982;1962;98;10;194;;Платежное поручение № 316 от 16.09.2014 Оплата хоз.средств по счёту № 4078 от 16.09.14г, в т. ч. НДС - 10 724,71р.;
3748;ИСТИНА;16.09.2014;51;0,00;37 494,60;965;1928;98;10;194;;Платежное поручение № 315 от 16.09.2014 Обеспечение исполнения Государственного контракта НДС не облагается;
3474;ИСТИНА;16.09.2014;51;0,00;273 094,07;557;1112;98;10;194;;Платежное поручение № 317 от 16.09.2014 Обеспечение исполнения Государственного котракта;
3584;ИСТИНА;16.09.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 779316 от 16.09.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №320 (57181.58 RUR ) от 16/09/14. Без НДС;
3562;ИСТИНА;16.09.2014;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 779315 от 16.09.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 16/09/14 №№: 316 (70306.38 RUR ), 318 (25783.6 RUR ), 319 (17076 RUR ). Без НДС";
3627;ИСТИНА;16.09.2014;51;0,00;46 112,00;780;1558;98;10;194;;Платежное поручение № 321 от 16.09.2014 Обеспечение исполнения Государственного контракта;
3497;ИСТИНА;17.09.2014;49;0,00;13 860,00;639;1276;98;10;194;;Платежное поручение № 324 от 17.09.2014 Оплата хоз.средств по счёту № 7323 от16.09.2014 г, в т.ч. НДС - 2114,24р;
3678;ИСТИНА;17.09.2014;49;0,00;18 234,40;870;1738;98;10;194;;Платежное поручение № 322 от 17.09.2014 Оплата кан. товаров по счёту № 0НХ/1581554/347320 от 15.09.2014г, в т.ч. НДС - 2781,53р;
3337;ИСТИНА;17.09.2014;51;0,00;49 987,00;255;508;98;10;194;;Платежное поручение № 326 от 17.09.2014 Обеспечение исполнения Государственного контракта;
3568;ИСТИНА;17.09.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 834367 от 17.09.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №325 (124603.42 RUR ) от 17/09/14. Без НДС;
